id,text,STOPWORD,Cleaned,sentiment,VaderScore
7.93E+17,democracy is the best revenge gonisargo,democracy best revenge gonisargo,democracy best revenge gonisargo,positive,positive
7.93E+17,will only accept commission if tors are based on panamabill once its passed by parliament its time for democraticaccountability newppp,accept commission tors based panamabill passed parliament time democraticaccountability newppp,accept commission tors based panamabill passed parliament time democraticaccountability newppp,neutral,positive
7.93E+17,pmns has to accept the ppps main demandswe also demand resignation of the interior minister for his failure in implementing nap ,pmns accept ppps main demandswe also demand resignation interior minister failure implementing nap,pmns accept ppps main demandswe also demand resignation interior minister failure implementing nap,negative,negative
7.93E+17,congratulations to all democratic political workers of pakistan victory for democracy is victory for the pakistan peoples party ,congratulations democratic political workers pakistan victory democracy victory pakistan peoples party,congratulations democratic political workers pakistan victory democracy victory pakistan peoples party,neutral,positive
7.93E+17,ive been taking about the same issues since my mothers assassinationissue are same your are right though the current drama doesnt help ,ive taking issues since mothers assassinationissue right though current drama doesnt help,ive taking issues since mothers assassinationissue right though current drama doesnt help,positive,negative
7.93E+17,here is link of diwali media talk ,link diwali media talk,link diwali media talk,neutral,neutral
7.93E+17,pleased to join my nonmuslim pakistani brothers and sisters for diwali ,pleased join nonmuslim pakistani brothers sisters diwali,pleased join nonmuslim pakistani brothers sisters diwali,positive,positive
7.93E+17,saw this pretty awesome message for the youth of pakistan ,saw pretty awesome message youth pakistan,saw pretty awesome message youth pakistan,positive,positive
7.93E+17,to those who dont appreciate my tears pray never have to experience the pain ive experienced pray never have to shed such tears pictwittercomtrziv,dont appreciate tears pray never experience pain ive experienced pray never shed tears pictwittercomtrziv,dont appreciate tears pray never experience pain ive experienced pray never shed tears pictwittercomtrziv,positive,negative
7.93E+17,press conference after visiting quettaattack victims ppp via ,press conference visiting quettaattack victims ppp via,press conference visiting quettaattack victims ppp via,neutral,negative
7.93E+17,gonisargo ,gonisargo,gonisargo,neutral,neutral
7.93E+17,now we know who to blame for my urdu ,know blame urdu,know blame urdu,neutral,negative
7.92E+17,so true we will not accept scapegoats or artificial sacrifice we demand accountability ,true accept scapegoats artificial sacrifice demand accountability,true accept scapegoats artificial sacrifice demand accountability,negative,positive
7.92E+17,my press conference after visiting drasim in hospital he has been nisars political prisoner for th months now ,press conference visiting drasim hospital nisars political prisoner th months,press conference visiting drasim hospital nisars political prisoner th months,neutral,negative
7.92E+17,time for ppp to reclaim rightful place as the only legitimate federal political party in pakistanwe must lead country out of this crisis,time ppp reclaim rightful place legitimate federal political party pakistanwe must lead country crisis,time ppp reclaim rightful place legitimate federal political party pakistanwe must lead country crisis,neutral,negative
7.92E+17,everyone can agree we are all missing todayteri yaad aee teray janay ke baad crackdown or lockdown they are all clowns,everyone agree missing todayteri yaad aee teray janay ke baad crackdown lockdown clowns,everyone agree missing todayteri yaad aee teray janay ke baad crackdown lockdown clowns,negative,positive
7.92E+17,chairman aur urdu bol ke hi tau banda seekhta hai is mai kya sharam ki baat ,chairman aur urdu bol ke hi tau banda seekhta hai mai kya sharam ki baat,chairman aur urdu bol ke hi tau banda seekhta hai mai kya sharam ki baat,neutral,neutral
7.92E+17,difference between democracy ppp noonocracy brandnawazsharif ,difference democracy ppp noonocracy brandnawazsharif,difference democracy ppp noonocracy brandnawazsharif,neutral,neutral
7.92E+17,dailytimes quetta killings precursor via ,dailytimes quetta killings precursor via,dailytimes quetta killings precursor via,neutral,negative
7.91E+17,distressingthis is why pakistan needs feminist agendaelecting muslim worlds st female pm was landmark achievement but doesnt hide facts ,distressingthis pakistan needs feminist agendaelecting muslim worlds st female pm landmark achievement doesnt hide facts,distressingthis pakistan needs feminist agendaelecting muslim worlds st female pm landmark achievement doesnt hide facts,neutral,positive
7.91E+17,delete your tweet delete your account delete your ministry delete you government shameful to play politics now ignore clownsdo ur job ,delete tweet delete account delete ministry delete government shameful play politics ignore clownsdo ur job,delete tweet delete account delete ministry delete government shameful play politics ignore clownsdo ur job,neutral,negative
7.91E+17,given devastating quetta incidentive requested party to delay our diwali functionmuslim nonmuslim pakistanis are united against terror,given devastating quetta incidentive requested party delay diwali functionmuslim nonmuslim pakistanis united terror,given devastating quetta incidentive requested party delay diwali functionmuslim nonmuslim pakistanis united terror,negative,negative
7.90E+17,worldpolioday ,worldpolioday,worldpolioday,neutral,neutral
7.90E+17,this is her time the world is at loss with out shaheed benazirbhutto she was warning of this since the ,time world loss shaheed benazirbhutto warning since,time world loss shaheed benazirbhutto warning since,neutral,negative
7.90E+17,pakistani women bravest women on earth ,pakistani women bravest women earth,pakistani women bravest women earth,neutral,positive
7.90E+17,ironladyofpakistan ,ironladyofpakistan,ironladyofpakistan,neutral,neutral
7.90E+17,ironladyofpakistan ,ironladyofpakistan,ironladyofpakistan,neutral,neutral
7.90E+17,brandnawazsharif plan healthcare in pakistan rename bisp waseelaesehat program where is the vision where is leadership rd time pm,brandnawazsharif plan healthcare pakistan rename bisp waseelaesehat program vision leadership rd time pm,brandnawazsharif plan healthcare pakistan rename bisp waseelaesehat program vision leadership rd time pm,neutral,positive
7.90E+17,dance sindh dance while you can its time to reclaim our culture ppp ,dance sindh dance time reclaim culture ppp,dance sindh dance time reclaim culture ppp,neutral,neutral
7.90E+17,begum nusrat bhuttoiron lady of pakistan the women behind the success of every other bhuttomy grandmother passed away yrs ago today pictwittercomuvizwzbke,begum nusrat bhuttoiron lady pakistan women behind success every bhuttomy grandmother passed away yrs ago today pictwittercomuvizwzbke,begum nusrat bhuttoiron lady pakistan women behind success every bhuttomy grandmother passed away yrs ago today pictwittercomuvizwzbke,negative,positive
7.89E+17,how can any one have faith in such judicial system absolutely no reason we should continue murder as state policy enddeathpenalty ,one faith judicial system absolutely reason continue murder state policy enddeathpenalty,one faith judicial system absolutely reason continue murder state policy enddeathpenalty,positive,negative
7.89E+17,bhutto ka ,bhutto ka,bhutto ka,neutral,neutral
7.89E+17,proud to announce candidates for peoples party sindh presidency moula bakhsh chandio nisar ahmad khuhro syed qaim ali shah newppp,proud announce candidates peoples party sindh presidency moula bakhsh chandio nisar ahmad khuhro syed qaim ali shah newppp,proud announce candidates peoples party sindh presidency moula bakhsh chandio nisar ahmad khuhro syed qaim ali shah newppp,positive,positive
7.89E+17,delete the judgement fist,delete judgement fist,delete judgement fist,neutral,neutral
7.89E+17,what is the point of terrorists if our judges are like this ,point terrorists judges like,point terrorists judges like,neutral,negative
7.88E+17,bhutto ki beti ai thi neverforgetkarsazmartyrs ,bhutto ki beti ai thi neverforgetkarsazmartyrs,bhutto ki beti ai thi neverforgetkarsazmartyrs,neutral,neutral
7.88E+17,totally agree in karachi we have mqmlondonpakpsp in punjab they have pmlnpmlnspti the only real choice left is ppp join us sir ,totally agree karachi mqmlondonpakpsp punjab pmlnpmlnspti real choice left ppp join us sir,totally agree karachi mqmlondonpakpsp punjab pmlnpmlnspti real choice left ppp join us sir,positive,positive
7.88E+17,salamshuhdarally speech ,salamshuhdarally speech,salamshuhdarally speech,neutral,neutral
7.88E+17,salamshuhdarally speech ,salamshuhdarally speech,salamshuhdarally speech,neutral,neutral
7.88E+17, dont lecture on how respect ur dead ppp has long history of laughingsing dancing in face of death how weve survived,dont lecture respect ur dead ppp long history laughingsing dancing face death weve survived,dont lecture respect ur dead ppp long history laughingsing dancing face death weve survived,negative,negative
7.88E+17,salamshuhdarally speech ,salamshuhdarally speech,salamshuhdarally speech,neutral,neutral
7.88E+17,salamshuhdarally speech ,salamshuhdarally speech,salamshuhdarally speech,neutral,neutral
7.88E+17,bilawal threatens long march against govt salamshuhdarally,bilawal threatens long march govt salamshuhdarally,bilawal threatens long march govt salamshuhdarally,negative,negative
7.88E+17,salamshuhdarally ,salamshuhdarally,salamshuhdarally,neutral,neutral
7.88E+17,salamshuhdarally ,salamshuhdarally,salamshuhdarally,neutral,neutral
7.88E+17,thank you karachi no other political party has the capacity to pull off such show salamshuhdarally pictwittercomerrzxjnp,thank karachi political party capacity pull show salamshuhdarally pictwittercomerrzxjnp,thank karachi political party capacity pull show salamshuhdarally pictwittercomerrzxjnp,neutral,positive
7.88E+17,salamshuhdarally ,salamshuhdarally,salamshuhdarally,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomecwlxiyx,salamshuhdarally pictwittercomecwlxiyx,salamshuhdarally pictwittercomecwlxiyx,neutral,neutral
7.88E+17,salamshuhdarally lyari pictwittercomfpxuwalp,salamshuhdarally lyari pictwittercomfpxuwalp,salamshuhdarally lyari pictwittercomfpxuwalp,neutral,neutral
7.88E+17,salamshuhdarally jiyelyari pictwittercomlgvwrhxmlu,salamshuhdarally jiyelyari pictwittercomlgvwrhxmlu,salamshuhdarally jiyelyari pictwittercomlgvwrhxmlu,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomdsicjqgu,salamshuhdarally pictwittercomdsicjqgu,salamshuhdarally pictwittercomdsicjqgu,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomssthbwhmjz,salamshuhdarally pictwittercomssthbwhmjz,salamshuhdarally pictwittercomssthbwhmjz,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomhfhznrr,salamshuhdarally pictwittercomhfhznrr,salamshuhdarally pictwittercomhfhznrr,neutral,neutral
7.88E+17,salamshuhdarally salamlyari pictwittercomjfimmdeq,salamshuhdarally salamlyari pictwittercomjfimmdeq,salamshuhdarally salamlyari pictwittercomjfimmdeq,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomwvxvkleriq,salamshuhdarally pictwittercomwvxvkleriq,salamshuhdarally pictwittercomwvxvkleriq,neutral,neutral
7.88E+17,salamshuhdarally pictwittercomfylyqbjnt,salamshuhdarally pictwittercomfylyqbjnt,salamshuhdarally pictwittercomfylyqbjnt,neutral,neutral
7.88E+17,salamshaudarally ,salamshaudarally,salamshaudarally,neutral,neutral
7.88E+17,hum naara marain bhutto kahum perchum thamain bhutto kasalamshuhdarally,hum naara marain bhutto kahum perchum thamain bhutto kasalamshuhdarally,hum naara marain bhutto kahum perchum thamain bhutto kasalamshuhdarally,neutral,neutral
7.87E+17,salamshaudarally media cell bilawal house ,salamshaudarally media cell bilawal house,salamshaudarally media cell bilawal house,neutral,neutral
7.87E+17,salamshuhdarally ppp ,salamshuhdarally ppp,salamshuhdarally ppp,neutral,neutral
7.87E+17,salamshuhdarally ,salamshuhdarally,salamshuhdarally,neutral,neutral
7.87E+17,wht does it say abt judiciary tht lecturers on democracy murders exiles disqualifies pms but is scared give poor women justice,wht say abt judiciary tht lecturers democracy murders exiles disqualifies pms scared give poor women justice,wht say abt judiciary tht lecturers democracy murders exiles disqualifies pms scared give poor women justice,negative,negative
7.87E+17,can ask stupid question why do we even have an ecl what democratic country has the power to arbitrarily restrict freedom of movement,ask stupid question even ecl democratic country power arbitrarily restrict freedom movement,ask stupid question even ecl democratic country power arbitrarily restrict freedom movement,negative,negative
7.87E+17,salamshuhdarally ,salamshuhdarally,salamshuhdarally,neutral,neutral
7.87E+17,moditeri ,moditeri,moditeri,neutral,neutral
7.86E+17,unfortunately cant be everywhere myself but am currently working on reorganizing new team you will see difference soon ia,unfortunately cant everywhere currently working reorganizing new team see difference soon ia,unfortunately cant everywhere currently working reorganizing new team see difference soon ia,negative,negative
7.86E+17,hopefully will get chance to meet and discuss properly once we are done reorganizing,hopefully get chance meet discuss properly done reorganizing,hopefully get chance meet discuss properly done reorganizing,neutral,positive
7.86E+17,will try our best help us make us,try best help us make us,try best help us make us,positive,positive
7.86E+17,sorry we dont mean to get overly emotional lets just agree its easier being manall women get raw deal notokay,sorry dont mean get overly emotional lets agree easier manall women get raw deal notokay,sorry dont mean get overly emotional lets agree easier manall women get raw deal notokay,negative,positive
7.86E+17,clearly we are only doing this for rts while risks her life fighting for these issue daily has lost so much,clearly rts risks life fighting issue daily lost much,clearly rts risks life fighting issue daily lost much,positive,negative
7.86E+17, think patriarchy affects all women regardless of classsmbb was only voice of poor pakistani women across the muslim world,think patriarchy affects women regardless classsmbb voice poor pakistani women across muslim world,think patriarchy affects women regardless classsmbb voice poor pakistani women across muslim world,negative,negative
7.86E+17, why did the men of the taliban alqaeda other facilitators have problem with this particular pm was it her privilege,men taliban alqaeda facilitators problem particular pm privilege,men taliban alqaeda facilitators problem particular pm privilege,positive,negative
7.86E+17,zulm beshak mazeed hojayebacha bacha shaheed hojayehum hussaini thehussaini rahenge chahe sarrie dunya yazeedi hojay labaikyahussain ,zulm beshak mazeed hojayebacha bacha shaheed hojayehum hussaini thehussaini rahenge chahe sarrie dunya yazeedi hojay labaikyahussain,zulm beshak mazeed hojayebacha bacha shaheed hojayehum hussaini thehussaini rahenge chahe sarrie dunya yazeedi hojay labaikyahussain,neutral,neutral
7.86E+17,after all who are we to glorify smbb her deeds speak for themselves wo larki benazir thi wo larki lal qalander thi ,glorify smbb deeds speak wo larki benazir thi wo larki lal qalander thi,glorify smbb deeds speak wo larki benazir thi wo larki lal qalander thi,neutral,positive
7.86E+17,do we really want to play whos had the worst meetings surely united opposition will make the best case on panama pictwittercomvelhfkrwg,really want play whos worst meetings surely united opposition make best case panama pictwittercomvelhfkrwg,really want play whos worst meetings surely united opposition make best case panama pictwittercomvelhfkrwg,positive,positive
7.86E+17,latest target is desperate govt must stop using undemocratic measures to hide its incompetence ,latest target desperate govt must stop using undemocratic measures hide incompetence,latest target desperate govt must stop using undemocratic measures hide incompetence,negative,negative
7.86E+17,govt use of ecl as political tool is antidemocratichas been used target ppp opposition politicians from punjab sitting sindh mpas ,govt use ecl political tool antidemocratichas used target ppp opposition politicians punjab sitting sindh mpas,govt use ecl political tool antidemocratichas used target ppp opposition politicians punjab sitting sindh mpas,neutral,neutral
7.86E+17,why the most highprofile honour killing in pakistan was that of mohtarma benazir bhutto ,highprofile honour killing pakistan mohtarma benazir bhutto,highprofile honour killing pakistan mohtarma benazir bhutto,neutral,negative
7.85E+17,instead of facilitating investigation into worlds largest corruption scandalpm ns blocking every attempt protect himself panamapapers ,instead facilitating investigation worlds largest corruption scandalpm ns blocking every attempt protect panamapapers,instead facilitating investigation worlds largest corruption scandalpm ns blocking every attempt protect panamapapers,neutral,neutral
7.84E+17,always more to do proud of entire ppp team for pushing for the best possible bill ,always proud entire ppp team pushing best possible bill,always proud entire ppp team pushing best possible bill,positive,positive
7.84E+17,message from my uncle altaf to the people of karachi ,message uncle altaf people karachi,message uncle altaf people karachi,neutral,neutral
7.84E+17,unfortunate we can all feel good about passing the bill without addressing compoundability loophole women of pk will continue to suffer ,unfortunate feel good passing bill without addressing compoundability loophole women pk continue suffer,unfortunate feel good passing bill without addressing compoundability loophole women pk continue suffer,positive,negative
7.84E+17,pleased to welcome mrbaloch to ppp seems ministers leaving govt and joining ppp under my leadership has upset both noon league ik ,pleased welcome mrbaloch ppp seems ministers leaving govt joining ppp leadership upset noon league ik,pleased welcome mrbaloch ppp seems ministers leaving govt joining ppp leadership upset noon league ik,positive,positive
7.84E+17,to robbery butchery and rapine they give the lying name of government they create desolation and call it peace tacitus on modi ,robbery butchery rapine give lying name government create desolation call peace tacitus modi,robbery butchery rapine give lying name government create desolation call peace tacitus modi,neutral,positive
7.84E+17,no way to win hearts minds pakistan ,way win hearts minds pakistan,way win hearts minds pakistan,positive,positive
7.84E+17,leaks lies fairytales will not end terrorism nor bring peacegovt cant spin their way out of thisppl of pakistan want action results,leaks lies fairytales end terrorism bring peacegovt cant spin way thisppl pakistan want action results,leaks lies fairytales end terrorism bring peacegovt cant spin way thisppl pakistan want action results,positive,positive
7.84E+17,glad other parties supported ppps panama resolution in the kp assembly sindh kp have both done so pressure is building,glad parties supported ppps panama resolution kp assembly sindh kp done pressure building,glad parties supported ppps panama resolution kp assembly sindh kp done pressure building,positive,positive
7.84E+17,dear pakistan india this is what war looks like ,dear pakistan india war looks like,dear pakistan india war looks like,neutral,positive
7.83E+17, attempted to bring this up in apc was assured it is not the case please clarify thanks bbz ,attempted bring apc assured case please clarify thanks bbz,attempted bring apc assured case please clarify thanks bbz,positive,positive
7.83E+17,make art not war ,make art war,make art war,neutral,positive
7.82E+17,fantastic now the only criteria for jobs should be merit merit merit ,fantastic criteria jobs merit merit merit,fantastic criteria jobs merit merit merit,positive,positive
7.82E+17,good show wrong place wrong time legitimate opposition always puts pakistan first country over politics especially at time of crisis,good show wrong place wrong time legitimate opposition always puts pakistan first country politics especially time crisis,good show wrong place wrong time legitimate opposition always puts pakistan first country politics especially time crisis,negative,negative
7.82E+17,leader of the opposition demands apc calls for national unity ppp ,leader opposition demands apc calls national unity ppp,leader opposition demands apc calls national unity ppp,neutral,neutral
7.82E+17,meant gop sorry curse ios ,meant gop sorry curse ios,meant gop sorry curse ios,negative,negative
7.82E+17,ppp has demanded apc on current situationit is the governors job to forge national unity at this timepolitics can wait for another day,ppp demanded apc current situationit governors job forge national unity timepolitics wait another day,ppp demanded apc current situationit governors job forge national unity timepolitics wait another day,neutral,negative
7.82E+17,someone should teach the cm punjab what foreign policy is he cant possibly think mimicking szab makes him statesman ,someone teach cm punjab foreign policy cant possibly think mimicking szab makes statesman,someone teach cm punjab foreign policy cant possibly think mimicking szab makes statesman,negative,neutral
7.81E+17,waging twitter wars drowns out development goals ,waging twitter wars drowns development goals,waging twitter wars drowns development goals,neutral,negative
7.81E+17,imitation is the sincerest form of flattery ,imitation sincerest form flattery,imitation sincerest form flattery,negative,positive
7.81E+17,oh no the truth is out ,oh truth,oh truth,neutral,negative
7.81E+17,jis khait se dahqaan ko muyassar na ho rozi uss khait ke har khosha gandum ko jala dofarmersnotterrorists,jis khait se dahqaan ko muyassar na ho rozi uss khait ke har khosha gandum ko jala dofarmersnotterrorists,jis khait se dahqaan ko muyassar na ho rozi uss khait ke har khosha gandum ko jala dofarmersnotterrorists,neutral,neutral
7.81E+17,it is clear now there is no democracy in punjab sharifistan farmersnotterrorists,clear democracy punjab sharifistan farmersnotterrorists,clear democracy punjab sharifistan farmersnotterrorists,positive,positive
7.81E+17,sharifs wont respect others democratic rights they should stop hiding behind democracy to save not terrorists ,sharifs wont respect others democratic rights stop hiding behind democracy save terrorists,sharifs wont respect others democratic rights stop hiding behind democracy save terrorists,negative,positive
7.81E+17,kashmirs high price for demanding independence boston review ,kashmirs high price demanding independence boston review,kashmirs high price demanding independence boston review,positive,negative
7.81E+17,trump mansplaining global issues on theapprentencepresidentialdebateeditionbest argument female empowerment ever imwithher shldb,trump mansplaining global issues theapprentencepresidentialdebateeditionbest argument female empowerment ever imwithher shldb,trump mansplaining global issues theapprentencepresidentialdebateeditionbest argument female empowerment ever imwithher shldb,neutral,negative
7.81E+17,glad na has followed our lead on this issue ,glad na followed lead issue,glad na followed lead issue,positive,positive
7.81E+17,unanimous opposition panama bill presented in senatesindh passed resolution demanding investigation presenting bill in kp punjab ppp,unanimous opposition panama bill presented senatesindh passed resolution demanding investigation presenting bill kp punjab ppp,unanimous opposition panama bill presented senatesindh passed resolution demanding investigation presenting bill kp punjab ppp,neutral,negative
7.80E+17,the butcher of gujarat has become butcher of kashmir and wants to lecture us on terrorism world must work together to stop this tyrant,butcher gujarat become butcher kashmir wants lecture us terrorism world must work together stop tyrant,butcher gujarat become butcher kashmir wants lecture us terrorism world must work together stop tyrant,positive,negative
7.80E+17,islam democracy ,islam democracy,islam democracy,neutral,neutral
7.80E+17,bakhtawarbzs photo ,bakhtawarbzs photo,bakhtawarbzs photo,neutral,neutral
7.79E+17,emoji thumbs up sign ,emoji thumbs sign,emoji thumbs sign,neutral,neutral
7.79E+17,kashmir pakistan benazirbhutto ,kashmir pakistan benazirbhutto,kashmir pakistan benazirbhutto,neutral,neutral
7.79E+17,no matter what nonstate actors do no matter what our media wantsno matter what politicians say people of india pakistan want peace,matter nonstate actors matter media wantsno matter politicians say people india pakistan want peace,matter nonstate actors matter media wantsno matter politicians say people india pakistan want peace,neutral,positive
7.79E+17,fantastic thank you ,fantastic thank,fantastic thank,positive,positive
7.79E+17,great work jw ,great work jw,great work jw,positive,positive
7.79E+17,jeaybhuttos video bhutto zab leadership,jeaybhuttos video bhutto zab leadership,jeaybhuttos video bhutto zab leadership,neutral,neutral
7.79E+17,emoji heavy red heart ,emoji heavy red heart,emoji heavy red heart,negative,positive
7.79E+17,great work ,great work,great work,positive,positive
7.79E+17,thank you sister very kind of you ,thank sister kind,thank sister kind,positive,positive
7.79E+17,emoji thumbs up sign ,emoji thumbs sign,emoji thumbs sign,neutral,neutral
7.79E+17,the pakistan peoples party has always and will always oppose the death penalty yet another flawed policy of this govt ,pakistan peoples party always always oppose death penalty yet another flawed policy govt,pakistan peoples party always always oppose death penalty yet another flawed policy govt,negative,negative
7.79E+17,smbb loved the good work done at darulshkoon thank you ,smbb loved good work done darulshkoon thank,smbb loved good work done darulshkoon thank,positive,positive
7.79E+17,thank you emoji smiling face with smiling eyes,thank emoji smiling face smiling eyes,thank emoji smiling face smiling eyes,neutral,positive
7.79E+17,thankyou everyone for birthday wishes appreciate all jyalas for spending time with the less fortunate to mark the day best present ever,thankyou everyone birthday wishes appreciate jyalas spending time less fortunate mark day best present ever,thankyou everyone birthday wishes appreciate jyalas spending time less fortunate mark day best present ever,positive,positive
7.77E+17,political point scoring ratings more important than terror victims in pakistan really distressing ,political point scoring ratings important terror victims pakistan really distressing,political point scoring ratings important terror victims pakistan really distressing,positive,negative
7.77E+17,our real history time to reclaim it sindh pakistan ,real history time reclaim sindh pakistan,real history time reclaim sindh pakistan,positive,neutral
7.77E+17,emoji thumbs up sign ,emoji thumbs sign,emoji thumbs sign,neutral,neutral
7.77E+17,this emoji thumbs up sign ,emoji thumbs sign,emoji thumbs sign,neutral,neutral
7.77E+17,none brandsharif bs ,none brandsharif bs,none brandsharif bs,neutral,neutral
7.77E+17,while brandpanamasharif sabotages all efforts for real honour killing bill ,brandpanamasharif sabotages efforts real honour killing bill,brandpanamasharif sabotages efforts real honour killing bill,positive,negative
7.76E+17,never discourage debate clearly encouraged it too far with you hope you learn to appreciate that others see the world differently,never discourage debate clearly encouraged far hope learn appreciate others see world differently,never discourage debate clearly encouraged far hope learn appreciate others see world differently,positive,positive
7.76E+17,ps did read my mothers final book,ps read mothers final book,ps read mothers final book,neutral,neutral
7.76E+17,whn did deny tht terrorism is just talking point drive your agendaclearly dont care about victims or ground realities,whn deny tht terrorism talking point drive agendaclearly dont care victims ground realities,whn deny tht terrorism talking point drive agendaclearly dont care victims ground realities,neutral,negative
7.76E+17, got my degree in history because understood its importance as victim of terrorism im interested in results over debates,got degree history understood importance victim terrorism im interested results debates,got degree history understood importance victim terrorism im interested results debates,positive,negative
7.76E+17,acting like all terrorism comes from pakistan alone will not help fostering the global cooperation required to end it,acting like terrorism comes pakistan alone help fostering global cooperation required end,acting like terrorism comes pakistan alone help fostering global cooperation required end,neutral,negative
7.76E+17,updated improved autocorrect apparently iosth,updated improved autocorrect apparently iosth,updated improved autocorrect apparently iosth,positive,positive
7.76E+17,unfortunate qadri sb forced look elsewhere justice panama modeltown nogo areas judiciary sharifistan ,unfortunate qadri sb forced look elsewhere justice panama modeltown nogo areas judiciary sharifistan,unfortunate qadri sb forced look elsewhere justice panama modeltown nogo areas judiciary sharifistan,negative,negative
7.76E+17,taliban still control lot of afghanistan uncleim not doubting nys intentionsnonstate actors on both sides need to stopped,taliban still control lot afghanistan uncleim doubting nys intentionsnonstate actors sides need stopped,taliban still control lot afghanistan uncleim doubting nys intentionsnonstate actors sides need stopped,neutral,neutral
7.76E+17,ummm whos territory was used to conducted ,ummm whos territory used conducted,ummm whos territory used conducted,neutral,neutral
7.76E+17,absolutely necessary ,absolutely necessary,absolutely necessary,neutral,neutral
7.76E+17,mw potential in sindhs wind corridor alone ,mw potential sindhs wind corridor alone,mw potential sindhs wind corridor alone,neutral,negative
7.76E+17,cc ,cc,cc,neutral,neutral
7.76E+17, pictwittercomfccxzkqvt,pictwittercomfccxzkqvt,pictwittercomfccxzkqvt,neutral,neutral
7.76E+17,eid mubarak this eiduladha lets remember all those who sacrificed so we wouldnt have to pakistanzindabad,eid mubarak eiduladha lets remember sacrificed wouldnt pakistanzindabad,eid mubarak eiduladha lets remember sacrificed wouldnt pakistanzindabad,neutral,neutral
7.74E+17,pppreclaimskarachi ps ,pppreclaimskarachi ps,pppreclaimskarachi ps,neutral,neutral
7.74E+17,marvi malir ji benazir benazir emoji victory hand ,marvi malir ji benazir benazir emoji victory hand,marvi malir ji benazir benazir emoji victory hand,neutral,positive
7.74E+17,yeh sher karachi kis ka bhutto ka ps,yeh sher karachi kis ka bhutto ka ps,yeh sher karachi kis ka bhutto ka ps,neutral,neutral
7.74E+17, have utmost respect speaker however this is outrageous cannot censor parliament to save brandpanamasharif ,utmost respect speaker however outrageous cannot censor parliament save brandpanamasharif,utmost respect speaker however outrageous cannot censor parliament save brandpanamasharif,negative,positive
7.73E+17,karachi kis ka ,karachi kis ka,karachi kis ka,neutral,neutral
7.73E+17,thankuonly working together can opposition make differencehopefully someone will learn the hazards of soloflights ,thankuonly working together opposition make differencehopefully someone learn hazards soloflights,thankuonly working together opposition make differencehopefully someone learn hazards soloflights,neutral,neutral
7.73E+17,ppps been striving as nd largest khi party longest time might late pti esp after supporting altaf uncle in khiwest ,ppps striving nd largest khi party longest time might late pti esp supporting altaf uncle khiwest,ppps striving nd largest khi party longest time might late pti esp supporting altaf uncle khiwest,negative,positive
7.73E+17,wo larki laal qalander the jo tere mere ander the ,wo larki laal qalander jo tere mere ander,wo larki laal qalander jo tere mere ander,negative,neutral
7.73E+17,brandpanamasharif ,brandpanamasharif,brandpanamasharif,neutral,neutral
7.71E+17,until the domestic ideological literal terrorism infrastructure remains untouched we wont be safe this is longterm fight pakistan,domestic ideological literal terrorism infrastructure remains untouched wont safe longterm fight pakistan,domestic ideological literal terrorism infrastructure remains untouched wont safe longterm fight pakistan,positive,negative
7.71E+17,terrorism cannot be measured in statistics it cant be measured in body counts or number of attacks one attack is one too many ,terrorism cannot measured statistics cant measured body counts number attacks one attack one many,terrorism cannot measured statistics cant measured body counts number attacks one attack one many,positive,negative
7.71E+17,mitti ki muhabbat mein hum ashufta saron ne woh qarz utare hain ke wajib bhi nahi the pakistans,mitti ki muhabbat mein hum ashufta saron ne woh qarz utare hain ke wajib bhi nahi pakistans,mitti ki muhabbat mein hum ashufta saron ne woh qarz utare hain ke wajib bhi nahi pakistans,neutral,neutral
7.71E+17,another blow to legitimacy of judiciary yet another petition on panama is dismissed can you imagine the reaction of it were ppp pm,another blow legitimacy judiciary yet another petition panama dismissed imagine reaction ppp pm,another blow legitimacy judiciary yet another petition panama dismissed imagine reaction ppp pm,neutral,neutral
7.70E+17,dr asims been political prisoner for over year now targeting opposition instead of focusing on terrorism will be this govts legacy ,dr asims political prisoner year targeting opposition instead focusing terrorism govts legacy,dr asims political prisoner year targeting opposition instead focusing terrorism govts legacy,neutral,negative
7.70E+17,our pms solution to kashmir send cronies allies on state sponsored holidays like actually brandnawazsharif pictwittercombzkrxugglq,pms solution kashmir send cronies allies state sponsored holidays like actually brandnawazsharif pictwittercombzkrxugglq,pms solution kashmir send cronies allies state sponsored holidays like actually brandnawazsharif pictwittercombzkrxugglq,neutral,positive
7.70E+17, ladies gentlemen poor are born to serve the rich brandnawazsharif sharifinc shame ,ladies gentlemen poor born serve rich brandnawazsharif sharifinc shame,ladies gentlemen poor born serve rich brandnawazsharif sharifinc shame,negative,negative
7.68E+17,emoji neutral face ,emoji neutral face,emoji neutral face,neutral,neutral
7.68E+17,emoji victory hand ,emoji victory hand,emoji victory hand,neutral,positive
7.68E+17,proud of the pppnot only because of victories in lb elections but also for electing women nonmuslim pakistanis to important positions,proud pppnot victories lb elections also electing women nonmuslim pakistanis important positions,proud pppnot victories lb elections also electing women nonmuslim pakistanis important positions,positive,positive
7.68E+17,trying,trying,trying,neutral,neutral
